,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"alpha[Yelich, Christian]",-2.461,0.184,-2.816,-2.127,0.002,0.002,11957.0,6629.0,1.0
"alpha[Holliday, Matt]",-2.815,0.487,-3.712,-1.876,0.004,0.006,15706.0,6256.0,1.0
"alpha[Smith, Dominic]",-3.204,0.391,-3.937,-2.472,0.003,0.004,14630.0,6496.0,1.0
"alpha[Dean, Austin]",-2.921,0.345,-3.585,-2.307,0.003,0.004,14936.0,6724.0,1.0
"alpha[Tocci, Carlos]",-2.089,0.351,-2.77,-1.458,0.003,0.004,12754.0,6172.0,1.0
"alpha[Fowler, Dustin]",-2.001,0.324,-2.598,-1.374,0.003,0.003,15568.0,6623.0,1.0
"alpha[Shaw, Chris]",-2.251,0.49,-3.153,-1.326,0.004,0.006,14918.0,6002.0,1.0
"alpha[Span, Denard]",-2.337,0.224,-2.755,-1.92,0.002,0.002,12688.0,6575.0,1.0
"alpha[Swihart, Blake]",-3.151,0.463,-4.0,-2.277,0.004,0.005,14238.0,6022.0,1.0
"alpha[Field, Johnny]",-2.246,0.336,-2.864,-1.603,0.003,0.004,13761.0,5936.0,1.0
"alpha[Palka, Daniel]",-0.273,0.15,-0.553,0.003,0.001,0.002,12487.0,6460.0,1.0
"alpha[Davis, Jonathan]",-1.965,0.354,-2.617,-1.283,0.003,0.004,12630.0,5876.0,1.0
"alpha[Choo, Shin-Soo]",-3.01,0.248,-3.469,-2.55,0.002,0.003,12832.0,6456.0,1.0
"alpha[Herrera, Dilson]",-2.426,0.518,-3.366,-1.428,0.004,0.006,14377.0,6015.0,1.0
"alpha[Reyes, Victor]",-2.165,0.252,-2.62,-1.68,0.002,0.003,11787.0,6264.0,1.0
"alpha[Stanton, Giancarlo]",-2.74,0.256,-3.232,-2.28,0.002,0.003,13328.0,6450.0,1.0
"alpha[Stewart, Christin]",-2.806,0.301,-3.373,-2.246,0.002,0.003,15794.0,6202.0,1.0
"alpha[Travis, Sam]",-2.551,0.398,-3.292,-1.789,0.003,0.004,14064.0,6287.0,1.0
"alpha[Jones, Adam]",-2.837,0.207,-3.226,-2.454,0.002,0.002,11456.0,6885.0,1.0
"alpha[Meadows, Austin]",-2.339,0.279,-2.856,-1.805,0.002,0.003,12868.0,6619.0,1.0
"alpha[Hermosillo, Michael]",-1.872,0.36,-2.548,-1.183,0.003,0.004,13515.0,6626.0,1.0
"alpha[Brito, Sócrates]",-2.574,0.388,-3.31,-1.848,0.003,0.004,14186.0,6427.0,1.0
"alpha[García, Adolis]",-1.946,0.556,-2.973,-0.908,0.005,0.008,13680.0,5384.0,1.0
"alpha[Robles, Victor]",-1.501,0.188,-1.858,-1.157,0.002,0.002,13851.0,6165.0,1.0
"alpha[LaMarre, Ryan]",-2.266,0.328,-2.872,-1.641,0.003,0.004,12354.0,6213.0,1.0
"alpha[Williams, Mason]",-2.428,0.36,-3.1,-1.755,0.003,0.004,14179.0,6498.0,1.0
"alpha[Andreoli, John]",-2.095,0.418,-2.877,-1.318,0.003,0.005,17672.0,6156.0,1.0
"alpha[Bauers, Jake]",-2.61,0.349,-3.251,-1.947,0.003,0.004,13142.0,6546.0,1.0
"alpha[Bote, David]",-2.271,0.571,-3.344,-1.221,0.004,0.008,17037.0,5642.0,1.0
"alpha[Davis, J.D.]",-3.059,0.352,-3.732,-2.415,0.003,0.004,14780.0,6546.0,1.0
"alpha[Pence, Hunter]",-2.005,0.21,-2.387,-1.604,0.002,0.002,14122.0,7053.0,1.0
"alpha[Reinheimer, Jack]",-2.677,0.541,-3.666,-1.645,0.004,0.007,17742.0,5957.0,1.0
"alpha[Ortega, Rafael]",-2.245,0.352,-2.893,-1.574,0.003,0.004,15062.0,6261.0,1.0
"alpha[Lowe, Brandon]",-2.687,0.405,-3.457,-1.953,0.003,0.005,13540.0,6705.0,1.0
"alpha[Cowart, Kaleb]",-2.368,0.552,-3.411,-1.352,0.004,0.007,15967.0,5737.0,1.0
"alpha[O'Hearn, Ryan]",-2.412,0.545,-3.412,-1.354,0.004,0.007,15693.0,5504.0,1.0
"alpha[Bautista, José]",-2.518,0.256,-2.981,-2.026,0.002,0.003,12387.0,6402.0,1.0
"alpha[Quinn, Roman]",-1.83,0.278,-2.333,-1.298,0.002,0.003,14270.0,6766.0,1.0
"alpha[Muñoz, Yairo]",-2.904,0.385,-3.627,-2.198,0.003,0.004,13291.0,6210.0,1.0
"alpha[Goodrum, Niko]",-2.22,0.346,-2.861,-1.573,0.003,0.004,14206.0,6687.0,1.0
"alpha[Myers, Wil]",-2.406,0.246,-2.863,-1.938,0.002,0.003,11983.0,6298.0,1.0
"alpha[Tucker, Preston]",-2.7,0.425,-3.502,-1.919,0.004,0.005,14667.0,5542.0,1.0
"alpha[Gerber, Mike]",-2.43,0.444,-3.243,-1.56,0.004,0.005,15309.0,6497.0,1.0
"alpha[Cave, Jake]",-2.105,0.247,-2.57,-1.648,0.002,0.003,14137.0,6440.0,1.0
"alpha[Dixon, Brandon]",-2.398,0.41,-3.145,-1.611,0.003,0.005,16022.0,6433.0,1.0
"alpha[Culberson, Charlie]",-2.4,0.394,-3.14,-1.655,0.003,0.005,15648.0,5842.0,1.0
"alpha[Sweeney, Darnell]",-2.291,0.581,-3.339,-1.156,0.004,0.008,19932.0,5685.0,1.0
"alpha[Wendle, Joey]",-2.599,0.456,-3.446,-1.744,0.003,0.006,17068.0,6322.0,1.0
"alpha[Rivera, Yadiel]",-2.529,0.472,-3.457,-1.685,0.004,0.006,13282.0,5638.0,1.0
"alpha[Cuevas, Noel]",-2.425,0.389,-3.114,-1.667,0.003,0.004,13907.0,6209.0,1.0
"alpha[Jones, JaCoby]",-1.875,0.202,-2.236,-1.482,0.002,0.002,11895.0,6754.0,1.0
"alpha[Cooper, Garrett]",-2.447,0.414,-3.235,-1.693,0.004,0.005,12331.0,6352.0,1.0
"alpha[Shuck, JB]",-2.177,0.37,-2.901,-1.507,0.003,0.004,13136.0,6469.0,1.0
"alpha[Walker, Christian]",-2.278,0.567,-3.378,-1.252,0.005,0.007,14612.0,5678.0,1.0
"alpha[Tilson, Charlie]",-1.929,0.288,-2.486,-1.397,0.003,0.003,12613.0,6179.0,1.0
"alpha[Astudillo, Willians]",-2.461,0.504,-3.414,-1.528,0.004,0.006,14102.0,6000.0,1.0
"alpha[Valentín, Jesmuel]",-2.425,0.547,-3.471,-1.415,0.004,0.007,16819.0,5644.0,1.0
"alpha[Martin, Russell]",-2.562,0.553,-3.576,-1.494,0.004,0.008,15369.0,4830.0,1.0
"alpha[Markakis, Nick]",-3.164,0.216,-3.576,-2.766,0.002,0.002,13306.0,6370.0,1.0
"alpha[Evans, Phillip]",-2.335,0.561,-3.408,-1.306,0.005,0.008,14421.0,5094.0,1.0
"alpha[Muncy, Max]",-2.318,0.6,-3.416,-1.186,0.005,0.008,14539.0,5114.0,1.0
"alpha[Pompey, Dalton]",-2.198,0.55,-3.196,-1.158,0.004,0.008,18198.0,5470.0,1.0
"alpha[Herrera, Rosell]",-2.661,0.335,-3.294,-2.038,0.003,0.004,13759.0,6169.0,1.0
"alpha[Bautista, Rafael]",-2.059,0.5,-3.015,-1.133,0.004,0.007,12491.0,5585.0,1.0
"alpha[Sierra, Moisés]",-2.043,0.501,-3.02,-1.142,0.004,0.006,15156.0,6214.0,1.0
"alpha[Gosselin, Phil]",-2.41,0.458,-3.24,-1.54,0.004,0.006,16194.0,5970.0,1.0
"alpha[Orlando, Paulo]",-2.124,0.345,-2.782,-1.478,0.003,0.004,15280.0,6478.0,1.0
"alpha[Kingery, Scott]",-2.558,0.329,-3.167,-1.929,0.003,0.004,14032.0,6379.0,1.0
"alpha[Naquin, Tyler]",-2.689,0.262,-3.188,-2.213,0.002,0.003,12963.0,6458.0,1.0
"alpha[Almora Jr., Albert]",-1.543,0.188,-1.9,-1.195,0.002,0.002,12699.0,6161.0,1.0
"alpha[Lee, Braxton]",-2.149,0.53,-3.11,-1.125,0.004,0.007,17059.0,6020.0,1.0
"alpha[Alvarez, Yordan]",-2.541,0.503,-3.441,-1.544,0.004,0.006,16274.0,6244.0,1.0
"alpha[Wade Jr., LaMonte]",-2.579,0.423,-3.38,-1.795,0.004,0.004,14541.0,6829.0,1.0
"alpha[McBroom, Ryan]",-2.799,0.446,-3.668,-1.996,0.004,0.005,14584.0,6046.0,1.0
"alpha[Rojas, Josh]",-2.493,0.376,-3.204,-1.802,0.003,0.004,13897.0,6270.0,1.0
"alpha[Ward, Taylor]",-2.447,0.375,-3.143,-1.74,0.003,0.004,13545.0,6522.0,1.0
"alpha[Jiménez, Eloy]",-2.416,0.288,-2.958,-1.874,0.002,0.003,14642.0,6689.0,1.0
"alpha[Rodríguez, Ronny]",-2.329,0.562,-3.394,-1.299,0.004,0.008,15893.0,5590.0,1.0
"alpha[Lopes, Tim]",-2.727,0.38,-3.439,-2.018,0.003,0.004,14085.0,6363.0,1.0
"alpha[Beaty, Matt]",-2.326,0.455,-3.185,-1.485,0.004,0.006,14671.0,5960.0,1.0
"alpha[Elmore, Jake]",-2.427,0.504,-3.403,-1.508,0.004,0.006,15254.0,6164.0,1.0
"alpha[Pollock, AJ]",-1.793,0.189,-2.143,-1.444,0.002,0.002,12882.0,6326.0,1.0
"alpha[Miller, Brad]",-2.359,0.47,-3.263,-1.498,0.004,0.006,15818.0,6262.0,1.0
"alpha[García, Robel]",-2.569,0.562,-3.615,-1.5,0.004,0.007,19050.0,5656.0,1.0
"alpha[Dickerson, Alex]",-2.933,0.345,-3.588,-2.288,0.003,0.004,15471.0,6663.0,1.0
"alpha[Long Jr., Shed]",-2.678,0.446,-3.506,-1.85,0.004,0.005,15921.0,6675.0,1.0
"alpha[VanMeter, Josh]",-2.333,0.41,-3.089,-1.57,0.003,0.005,14006.0,5707.0,1.0
"alpha[Kramer, Kevin]",-2.448,0.496,-3.41,-1.542,0.004,0.007,15030.0,6177.0,1.0
"alpha[McNeil, Jeff]",-2.483,0.311,-3.045,-1.88,0.003,0.003,15461.0,6901.0,1.0
"alpha[Arraez, Luis]",-2.596,0.447,-3.471,-1.79,0.003,0.005,16639.0,6396.0,1.0
"alpha[Brown, Seth]",-2.272,0.455,-3.148,-1.445,0.004,0.006,16236.0,5527.0,1.0
"alpha[Straw, Myles]",-2.069,0.365,-2.761,-1.395,0.003,0.004,13275.0,6516.0,1.0
"alpha[Ramírez, Harold]",-2.67,0.314,-3.263,-2.087,0.003,0.004,13098.0,6295.0,1.0
"alpha[Hilliard, Sam]",-2.432,0.345,-3.077,-1.795,0.003,0.004,14638.0,6666.0,1.0
"alpha[Cordell, Ryan]",-2.037,0.302,-2.629,-1.503,0.003,0.003,13919.0,6480.0,1.0
"alpha[Yastrzemski, Mike]",-2.823,0.28,-3.34,-2.288,0.002,0.003,12567.0,6681.0,1.0
"alpha[Moore, Dylan]",-2.412,0.363,-3.069,-1.708,0.003,0.004,14678.0,6420.0,1.0
"alpha[Naylor, Josh]",-2.585,0.347,-3.209,-1.888,0.003,0.004,14487.0,6099.0,1.0
"alpha[Miller, Ian]",-2.339,0.477,-3.251,-1.448,0.004,0.006,16129.0,6402.0,1.0
"alpha[Fletcher, David]",-2.167,0.404,-2.924,-1.416,0.003,0.004,13382.0,6590.0,1.0
"alpha[Heineman, Scott]",-2.463,0.36,-3.169,-1.815,0.003,0.004,13654.0,5971.0,1.0
"alpha[Haseley, Adam]",-2.293,0.295,-2.848,-1.741,0.002,0.003,14521.0,6436.0,1.0
"alpha[Wilkerson, Stevie]",-1.967,0.298,-2.556,-1.437,0.003,0.003,13146.0,6207.0,1.0
"alpha[Peraza, José]",-2.312,0.446,-3.135,-1.474,0.003,0.005,16774.0,6889.0,1.0
"alpha[Bishop, Braden]",-1.865,0.391,-2.608,-1.137,0.003,0.004,14228.0,6507.0,1.0
"alpha[Rios, Edwin]",-2.326,0.608,-3.444,-1.158,0.005,0.008,16098.0,5339.0,1.0
"alpha[Castellanos, Nick]",-2.559,0.214,-2.952,-2.151,0.002,0.002,11741.0,6149.0,1.0
"alpha[Gurriel Jr., Lourdes]",-2.293,0.298,-2.84,-1.717,0.003,0.003,12815.0,6504.0,1.0
"alpha[Santander, Anthony]",-2.507,0.277,-3.009,-1.981,0.003,0.003,11832.0,6166.0,1.0
"alpha[Berti, Jon]",-1.786,0.344,-2.472,-1.178,0.003,0.004,14665.0,6820.0,1.0
"alpha[Stubbs, Garrett]",-2.203,0.536,-3.223,-1.201,0.004,0.007,14660.0,5668.0,1.0
"alpha[Grisham, Trent]",-1.574,0.304,-2.135,-1.0,0.003,0.003,12430.0,6560.0,1.0
"alpha[Davis, Johnny]",-2.362,0.547,-3.41,-1.383,0.005,0.007,14358.0,5690.0,1.0
"alpha[Reynolds, Bryan]",-2.596,0.253,-3.062,-2.121,0.002,0.003,12390.0,6592.0,1.0
"alpha[O'Grady, Brian]",-1.653,0.45,-2.521,-0.825,0.004,0.005,16391.0,6780.0,1.0
"alpha[Starling, Bubba]",-2.093,0.307,-2.667,-1.525,0.003,0.003,13938.0,6611.0,1.0
"alpha[Broxton, Keon]",-1.661,0.212,-2.035,-1.249,0.002,0.002,14004.0,6702.0,1.0
"alpha[Riley, Austin]",-2.462,0.341,-3.093,-1.83,0.003,0.004,15032.0,6049.0,1.0
"alpha[Court, Ryan]",-2.58,0.501,-3.527,-1.644,0.004,0.006,17453.0,6204.0,1.0
"alpha[Drury, Brandon]",-2.327,0.445,-3.149,-1.46,0.004,0.005,14064.0,6163.0,1.0
"alpha[Mercado, Óscar]",-1.593,0.249,-2.074,-1.139,0.002,0.003,12609.0,5847.0,1.0
"alpha[Lorenzen, Michael]",-1.947,0.413,-2.737,-1.189,0.003,0.005,14278.0,6507.0,1.0
"alpha[Avelino, Abiatal]",-2.308,0.571,-3.483,-1.306,0.004,0.008,17166.0,5233.0,1.0
"alpha[Brosseau, Mike]",-2.472,0.53,-3.472,-1.491,0.004,0.006,14274.0,6815.0,1.0
"alpha[Daza, Yonathan]",-1.849,0.415,-2.605,-1.075,0.003,0.005,15134.0,6788.0,1.0
"alpha[Garlick, Kyle]",-2.496,0.474,-3.383,-1.598,0.004,0.006,14781.0,6480.0,1.0
"alpha[Rosario, Amed]",-2.308,0.572,-3.441,-1.277,0.004,0.007,16985.0,5768.0,1.0
"alpha[Mejía, Francisco]",-2.282,0.571,-3.377,-1.225,0.005,0.007,15698.0,5518.0,1.0
"alpha[Castro, Harold]",-2.201,0.339,-2.864,-1.586,0.003,0.004,13886.0,6954.0,1.0
"alpha[Alberto, Hanser]",-2.434,0.552,-3.521,-1.448,0.004,0.007,15773.0,6255.0,1.0
"alpha[Beckham, Tim]",-2.886,0.488,-3.805,-1.955,0.004,0.006,14671.0,6328.0,1.0
"alpha[Bruce, Jay]",0.332,0.09,0.161,0.499,0.001,0.001,9059.0,6400.0,1.0
"alpha[Velasquez, Vince]",-2.257,0.564,-3.285,-1.2,0.004,0.007,18039.0,6051.0,1.0
"alpha[Garcia, Greg]",-2.318,0.591,-3.4,-1.201,0.005,0.009,16436.0,5433.0,1.0
"alpha[Freeman, Mike]",-2.292,0.503,-3.209,-1.329,0.004,0.006,15234.0,6222.0,1.0
"alpha[Urshela, Gio]",-2.282,0.572,-3.379,-1.266,0.004,0.008,18197.0,5942.0,1.0
"alpha[Hampson, Garrett]",-2.159,0.351,-2.816,-1.507,0.003,0.004,14512.0,6880.0,1.0
"alpha[Saladino, Tyler]",-2.173,0.562,-3.21,-1.119,0.004,0.007,18682.0,5681.0,1.0
"alpha[Vargas, Ildemaro]",-2.22,0.543,-3.198,-1.197,0.005,0.007,14337.0,5828.0,1.0
"alpha[Austin, Tyler]",-2.429,0.432,-3.219,-1.615,0.003,0.005,15729.0,6561.0,1.0
"alpha[Gómez, Carlos]",-2.049,0.225,-2.472,-1.631,0.002,0.002,12453.0,6679.0,1.0
"alpha[Biggio, Cavan]",-2.568,0.435,-3.339,-1.701,0.004,0.005,13868.0,6153.0,1.0
"alpha[González, Carlos]",-2.353,0.229,-2.803,-1.945,0.002,0.003,13307.0,6460.0,1.0
"alpha[Santana, Domingo]",-2.799,0.231,-3.237,-2.378,0.002,0.002,12811.0,6489.0,1.0
"alpha[Newman, Kevin]",-2.272,0.578,-3.407,-1.209,0.004,0.008,17189.0,5636.0,1.0
"alpha[Urena, Richard]",-2.248,0.572,-3.283,-1.148,0.004,0.007,16973.0,5912.0,1.0
"alpha[Murphy, Tom]",-2.47,0.551,-3.503,-1.441,0.005,0.007,13775.0,5716.0,1.0
"alpha[O'Brien, Peter]",-2.305,0.525,-3.282,-1.301,0.004,0.007,16224.0,5901.0,1.0
"alpha[Solarte, Yangervis]",-2.241,0.514,-3.185,-1.263,0.004,0.006,16409.0,6290.0,1.0
"alpha[Rondon, José]",-2.323,0.579,-3.421,-1.244,0.005,0.008,16156.0,5574.0,1.0
"alpha[Estrada, Thairo]",-2.576,0.542,-3.623,-1.586,0.005,0.007,14494.0,5456.0,1.0
"alpha[Peterson, Dustin]",-2.539,0.474,-3.45,-1.674,0.004,0.006,13860.0,5502.0,1.0
"alpha[Moran, Colin]",-2.409,0.571,-3.443,-1.283,0.004,0.008,18787.0,5412.0,1.0
"alpha[Martin, Jason]",-2.249,0.419,-3.017,-1.435,0.003,0.005,14815.0,6300.0,1.0
"alpha[Joe, Connor]",-2.359,0.546,-3.351,-1.294,0.004,0.007,16088.0,6026.0,1.0
"alpha[Zagunis, Mark]",-2.539,0.486,-3.469,-1.653,0.004,0.006,15893.0,5735.0,1.0
"alpha[Jackson, Drew]",-2.232,0.553,-3.233,-1.16,0.004,0.007,18199.0,5534.0,1.0
"alpha[Arozarena, Randy]",-2.567,0.414,-3.375,-1.834,0.004,0.005,12610.0,6736.0,1.0
"alpha[Margot, Manuel]",-1.172,0.157,-1.449,-0.859,0.001,0.002,11745.0,7038.0,1.0
"alpha[Aquino, Aristides]",-2.239,0.341,-2.881,-1.589,0.003,0.004,14932.0,6480.0,1.0
"alpha[Carlson, Dylan]",-1.989,0.398,-2.708,-1.2,0.003,0.005,13301.0,5713.0,1.0
"alpha[Engel, Adam]",-1.426,0.181,-1.767,-1.096,0.002,0.002,13259.0,6663.0,1.0
"alpha[Akiyama, Shogo]",-2.076,0.362,-2.796,-1.431,0.003,0.004,14600.0,6205.0,1.0
"alpha[Edman, Tommy]",-2.295,0.427,-3.1,-1.498,0.003,0.005,15300.0,6510.0,1.0
"alpha[Duggar, Steven]",-1.892,0.263,-2.394,-1.395,0.003,0.003,10954.0,6246.0,1.0
"alpha[White, Eli]",-2.534,0.469,-3.481,-1.708,0.004,0.005,14962.0,6399.0,1.0
"alpha[Riddle, JT]",-2.41,0.37,-3.144,-1.734,0.003,0.004,13798.0,5569.0,1.0
"alpha[Solak, Nick]",-2.686,0.375,-3.392,-1.986,0.003,0.005,14834.0,6206.0,1.0
"alpha[Hays, Austin]",-1.844,0.299,-2.405,-1.288,0.002,0.003,14634.0,6016.0,1.0
"alpha[Chavis, Michael]",-2.477,0.494,-3.408,-1.557,0.004,0.006,15886.0,5715.0,1.0
"alpha[Marmolejos, José]",-2.745,0.458,-3.605,-1.882,0.004,0.005,12787.0,6291.0,1.0
"alpha[Fraley, Jake]",-2.223,0.434,-3.026,-1.415,0.004,0.005,14625.0,6927.0,1.0
"alpha[Ruf, Darin]",-2.301,0.451,-3.129,-1.459,0.004,0.006,14764.0,6570.0,1.0
"alpha[Moniak, Mickey]",-2.288,0.51,-3.228,-1.328,0.004,0.006,17156.0,6007.0,1.0
"alpha[Heath, Nick]",-1.724,0.497,-2.637,-0.753,0.004,0.007,18162.0,5195.0,1.0
"alpha[Olivares, Edward]",-2.708,0.402,-3.46,-1.967,0.003,0.004,15880.0,7288.0,1.0
"alpha[Lin, Tzu-Wei]",-2.637,0.461,-3.457,-1.738,0.004,0.005,14665.0,6868.0,1.0
"alpha[Smith, Pavin]",-2.447,0.555,-3.539,-1.455,0.004,0.007,16597.0,6511.0,1.0
"alpha[Mountcastle, Ryan]",-2.46,0.449,-3.293,-1.612,0.004,0.005,13531.0,7028.0,1.0
"alpha[Oliva, Jared]",-2.214,0.562,-3.274,-1.154,0.005,0.007,12935.0,4905.0,1.0
"alpha[Taylor, Michael A.]",-1.805,0.205,-2.198,-1.428,0.002,0.002,13733.0,6799.0,1.0
"alpha[Fuentes, Joshua]",-2.317,0.562,-3.419,-1.29,0.004,0.007,17779.0,5988.0,1.0
"alpha[Tsutsugo, Yoshi]",-2.328,0.512,-3.257,-1.326,0.004,0.006,17206.0,6485.0,1.0
"alpha[Demeritte, Travis]",-2.582,0.345,-3.214,-1.929,0.003,0.004,12981.0,6845.0,1.0
"alpha[Ravelo, Rangel]",-2.77,0.519,-3.745,-1.807,0.004,0.007,13857.0,6687.0,1.0
"alpha[Taylor, Tyrone]",-2.115,0.451,-2.954,-1.26,0.003,0.005,16628.0,6275.0,1.0
"alpha[Andujar, Miguel]",-2.301,0.558,-3.366,-1.286,0.004,0.007,15886.0,5684.0,1.0
"alpha[Basabe, Luis Alexander]",-2.301,0.504,-3.217,-1.327,0.004,0.007,17443.0,6004.0,1.0
"alpha[Thaiss, Matt]",-2.432,0.559,-3.485,-1.4,0.004,0.007,15696.0,5897.0,1.0
"alpha[Varsho, Daulton]",-1.814,0.412,-2.606,-1.048,0.003,0.005,14086.0,6625.0,1.0
"alpha[Souza Jr., Steven]",-2.115,0.252,-2.569,-1.629,0.002,0.003,11974.0,6256.0,1.0
"alpha[Walker, Neil]",-2.888,0.457,-3.734,-2.022,0.004,0.005,14609.0,6284.0,1.0
"alpha[Strange-Gordon, Dee]",-1.392,0.308,-1.962,-0.815,0.003,0.003,13943.0,6789.0,1.0
"alpha[Barreto, Franklin]",-2.32,0.551,-3.334,-1.284,0.004,0.007,15753.0,5556.0,1.0
"alpha[Rooker, Brent]",-2.77,0.516,-3.781,-1.825,0.004,0.006,15096.0,6443.0,1.0
"alpha[Haggerty, Sam]",-2.569,0.473,-3.443,-1.668,0.004,0.006,14334.0,5982.0,1.0
"alpha[Dozier, Hunter]",-3.072,0.4,-3.821,-2.331,0.004,0.004,12668.0,6242.0,1.0
"alpha[Payton, Mark]",-2.25,0.562,-3.285,-1.175,0.005,0.007,15253.0,5667.0,1.0
"alpha[Mathias, Mark]",-2.232,0.498,-3.182,-1.295,0.004,0.006,17089.0,5715.0,1.0
"alpha[Pillar, Kevin]",-1.496,0.141,-1.764,-1.236,0.001,0.002,13593.0,6165.0,1.0
"alpha[Pache, Cristian]",-2.551,0.546,-3.548,-1.512,0.004,0.008,16644.0,5035.0,1.0
"alpha[González, Luis]",-2.391,0.559,-3.404,-1.312,0.004,0.007,17027.0,5566.0,1.0
"alpha[Zimmer, Bradley]",-2.314,0.264,-2.801,-1.817,0.002,0.003,13612.0,5484.0,1.0
"alpha[Mateo, Jorge]",-2.435,0.548,-3.478,-1.402,0.004,0.007,18351.0,5840.0,1.0
"alpha[Velazquez, Andrew]",-2.297,0.523,-3.29,-1.307,0.004,0.006,16331.0,6072.0,1.0
"alpha[Mullins, Cedric]",-1.663,0.261,-2.122,-1.148,0.002,0.003,13946.0,6196.0,1.0
"alpha[Mejia, Erick]",-2.183,0.467,-3.069,-1.315,0.004,0.006,13172.0,6171.0,1.0
"alpha[Johnson, Daniel]",-2.372,0.547,-3.433,-1.397,0.005,0.007,14523.0,5801.0,1.0
"alpha[Reyes, Franmil]",-3.022,0.316,-3.597,-2.42,0.003,0.003,12153.0,6596.0,1.0
"alpha[McCarthy, Joe]",-2.688,0.532,-3.753,-1.744,0.004,0.007,15021.0,5684.0,1.0
"alpha[Hoerner, Nico]",-2.256,0.558,-3.277,-1.189,0.004,0.007,20326.0,6389.0,1.0
"alpha[Bradley Jr., Jackie]",-1.833,0.156,-2.114,-1.529,0.001,0.002,11913.0,6471.0,1.0
"alpha[Kipnis, Jason]",-2.672,0.407,-3.45,-1.94,0.003,0.004,14146.0,6840.0,1.0
"alpha[Heyward, Jason]",-1.905,0.178,-2.241,-1.575,0.002,0.002,10414.0,6449.0,1.0
"alpha[Springer, George]",-1.856,0.183,-2.199,-1.509,0.002,0.002,13188.0,7004.0,1.0
"alpha[Buxton, Byron]",-0.886,0.167,-1.204,-0.584,0.001,0.002,13320.0,6807.0,1.0
"alpha[Blackmon, Charlie]",-2.142,0.161,-2.449,-1.851,0.001,0.002,13895.0,6882.0,1.0
"alpha[Hamilton, Billy]",-1.647,0.172,-1.958,-1.323,0.002,0.002,13059.0,6971.0,1.0
"alpha[Kiermaier, Kevin]",-1.3,0.171,-1.614,-0.966,0.002,0.002,12323.0,5909.0,1.0
"alpha[Cain, Lorenzo]",-1.252,0.156,-1.532,-0.948,0.001,0.002,13101.0,6922.0,1.0
"alpha[Ellsbury, Jacoby]",-1.639,0.282,-2.142,-1.073,0.002,0.003,13645.0,6834.0,1.0
"alpha[Trout, Mike]",-1.404,0.158,-1.705,-1.119,0.001,0.002,12048.0,6434.0,1.0
"alpha[Hannemann, Jacob]",-2.017,0.507,-2.97,-1.068,0.004,0.007,14627.0,4941.0,1.0
"alpha[Lagares, Juan]",-1.316,0.231,-1.732,-0.866,0.002,0.003,12287.0,6250.0,1.0
"alpha[Inciarte, Ender]",-1.432,0.144,-1.696,-1.163,0.001,0.001,11540.0,6994.0,1.0
"alpha[Fowler, Dexter]",-2.756,0.214,-3.143,-2.348,0.002,0.002,12666.0,6708.0,1.0
"alpha[Villar, Jonathan]",-2.527,0.507,-3.501,-1.609,0.004,0.006,17425.0,5733.0,1.0
"alpha[Galvis, Freddy]",-2.298,0.553,-3.275,-1.188,0.004,0.007,17007.0,5560.0,1.0
"alpha[Burns, Billy]",-2.178,0.566,-3.184,-1.066,0.005,0.007,15699.0,5556.0,1.0
"alpha[Kepler, Max]",-2.042,0.171,-2.362,-1.716,0.002,0.002,12745.0,6462.0,1.0
"alpha[Hoying, Jared]",-2.081,0.385,-2.838,-1.383,0.003,0.005,14221.0,6194.0,1.0
"alpha[Stubbs, Drew]",-2.028,0.48,-2.929,-1.128,0.004,0.006,16028.0,5975.0,1.0
"alpha[Selsky, Steve]",-2.273,0.56,-3.293,-1.205,0.004,0.007,16186.0,5810.0,1.0
"alpha[Betts, Mookie]",-2.444,0.192,-2.806,-2.086,0.002,0.002,12628.0,6008.0,1.0
"alpha[Laureano, Ramón]",-1.793,0.209,-2.183,-1.401,0.002,0.002,12255.0,6449.0,1.0
"alpha[Guerrero, Gabriel]",-2.094,0.505,-2.998,-1.104,0.004,0.007,16669.0,5142.0,1.0
"alpha[Harper, Bryce]",-2.482,0.194,-2.841,-2.117,0.002,0.002,12369.0,6141.0,1.0
"alpha[Barnes, Brandon]",-2.033,0.49,-2.943,-1.09,0.004,0.006,15619.0,5837.0,1.0
"alpha[Calhoun, Kole]",-2.788,0.194,-3.15,-2.432,0.002,0.002,12012.0,5861.0,1.0
"alpha[Escobar, Alcides]",-2.453,0.476,-3.355,-1.569,0.004,0.006,14600.0,6114.0,1.0
"alpha[Judge, Aaron]",0.563,0.084,0.406,0.72,0.001,0.001,8343.0,7157.0,1.0
"alpha[Bolt, Skye]",-2.247,0.516,-3.257,-1.313,0.004,0.007,16184.0,5899.0,1.0
"alpha[Lewis, Kyle]",-2.126,0.305,-2.682,-1.539,0.003,0.003,12370.0,6395.0,1.0
"alpha[García, Avisaíl]",-2.29,0.217,-2.693,-1.882,0.002,0.002,13095.0,6700.0,1.0
"alpha[Marte, Ketel]",-1.904,0.287,-2.429,-1.346,0.003,0.003,12633.0,6147.0,1.0
"alpha[Senzel, Nick]",-1.864,0.268,-2.364,-1.346,0.002,0.003,11893.0,6306.0,1.0
